customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00459,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.03,3233.56,No
CUST00460,Male,0,Yes,No,22,Yes,No,No,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),39.09,914.84,No
CUST00461,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.39,1305.47,Yes
CUST00462,Female,0,No,Yes,34,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,94.31,3181.6,No
CUST00463,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,49.77,1392.1,Yes
CUST00464,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,88.85,1738.3,No
CUST00465,Female,0,No,No,20,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,63.87,1285.23,No
CUST00466,Male,0,Yes,No,19,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),50.64,909.74,No
CUST00467,Male,0,No,No,32,Yes,No,No,No,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,100.4,3246.03,No
CUST00468,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,104.14,2540.13,No
CUST00469,Male,0,No,No,25,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),73.86,1782.07,No
CUST00470,Female,0,No,No,21,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,83.52,1681.69,No
CUST00471,Male,0,No,No,22,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.74,2428.71,Yes
CUST00472,Female,0,No,No,25,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.14,1550.54,No
CUST00473,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),80.46,1975.24,No
CUST00474,Female,0,No,Yes,22,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,58.41,1274.4,No
CUST00475,Female,0,No,No,19,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,39.45,706.83,No
CUST00476,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),58.16,1567.67,Yes
CUST00477,Male,1,No,No,21,No,No,DSL,No,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,36.25,797.1,No
CUST00478,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),82.77,1370.46,No
CUST00479,Female,0,No,No,17,Yes,Yes,No,No,No internet service,No,No,Yes,No,One year,Yes,Electronic check,46.83,764.55,No
CUST00480,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.09,661.82,No
CUST00481,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,92.28,2770.75,No
CUST00482,Female,0,No,No,15,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,90.33,1445.59,No
CUST00483,Male,0,No,No,25,Yes,No,DSL,No,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),60.09,1505.51,No
CUST00484,Female,1,Yes,No,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.1,1955.15,No
CUST00485,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),45.82,1087.67,No
CUST00486,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,58.83,1366.36,No
CUST00487,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),82.22,2200.92,No
CUST00488,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),101.01,2752.93,No
CUST00489,Female,0,Yes,Yes,21,No,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,58.53,1211.86,No
CUST00490,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,52.12,1417.34,Yes
CUST00491,Male,0,No,No,23,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,99.48,2245.41,No
CUST00492,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,88.38,2049.94,Yes
CUST00493,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.46,1283.43,Yes
CUST00494,Male,1,Yes,Yes,13,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,105.43,1387.76,Yes
CUST00495,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,128.41,3656.52,No
CUST00496,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Mailed check,80.98,1628.45,No
CUST00497,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.3,997.2,No
CUST00498,Male,1,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,84.92,1528.65,No
CUST00499,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.4,1187.41,Yes
CUST00500,Female,0,No,Yes,21,No,No,No,No,No,Yes,No,Yes,No,One year,No,Electronic check,107.26,2305.98,No
CUST00501,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1240.62,No
CUST00502,Female,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,64.21,1726.51,Yes
CUST00503,Male,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.87,1056.16,No
CUST00504,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,75.47,1415.31,Yes
CUST00505,Female,1,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.52,1153.57,No
CUST00506,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),92.28,1067.87,No
CUST00507,Female,1,No,Yes,28,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,73.59,2073.13,No
CUST00508,Female,0,No,No,26,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,One year,No,Mailed check,71.39,1840.21,No
CUST00509,Female,0,No,No,18,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.78,917.85,Yes
CUST00510,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),61.41,1192.33,No
CUST00511,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,28.21,802.35,Yes
CUST00512,Male,0,No,No,25,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),111.81,2756.91,No
CUST00513,Female,1,No,Yes,23,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,67.17,1573.18,Yes
CUST00514,Female,0,No,No,28,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,119.22,3350.69,No
CUST00515,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),66.37,1684.15,Yes
CUST00516,Male,1,Yes,Yes,31,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,18.0,558.19,No
CUST00517,Male,0,No,No,21,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,56.49,1158.96,No
CUST00518,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),69.92,1740.1,No
CUST00519,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.96,1766.55,No
CUST00520,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),90.31,1971.95,No
CUST00521,Female,0,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.22,1661.41,No
CUST00522,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),59.89,1350.08,No
CUST00523,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,42.55,912.54,No
CUST00524,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),57.81,1492.63,No
CUST00525,Female,0,Yes,Yes,33,Yes,No,DSL,No,No,No,No,No internet service,No,One year,Yes,Electronic check,88.14,2975.3,Yes
CUST00526,Male,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,One year,No,Credit card (automatic),95.75,2072.28,No
CUST00527,Male,1,Yes,No,19,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,49.78,954.14,No
CUST00528,Male,0,No,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),100.21,2368.19,No
CUST00529,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.07,1633.47,No
CUST00530,Female,0,No,No,31,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.39,1355.46,No
CUST00531,Female,0,No,Yes,27,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),77.4,2144.17,No
CUST00532,Female,0,No,No,25,No,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,No,Mailed check,81.09,2055.71,Yes
CUST00533,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,38.07,1038.23,No
CUST00534,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Mailed check,29.24,733.94,No
CUST00535,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),84.21,1646.93,Yes
CUST00536,Female,0,Yes,No,24,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),56.37,1239.82,No
CUST00537,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,115.36,2608.65,No
CUST00538,Male,0,No,No,30,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,121.63,3593.66,No
CUST00539,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,84.16,1791.53,Yes
CUST00540,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.55,2858.23,Yes
CUST00541,Female,0,Yes,Yes,21,No,No,No,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),39.28,752.52,No
CUST00542,Female,0,No,No,25,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,30.04,703.81,No
CUST00543,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),65.76,1639.06,No
CUST00544,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),31.4,642.02,No
CUST00545,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,79.23,2431.82,No
CUST00546,Male,0,Yes,Yes,30,Yes,No,No,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,46.49,1426.64,No
CUST00547,Male,0,No,Yes,30,No,No,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),75.71,2210.03,No
CUST00548,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.81,1336.01,No
CUST00549,Female,0,Yes,No,22,Yes,No,No,No,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),89.12,1920.33,No
CUST00550,Female,0,Yes,No,21,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,79.79,1689.17,Yes
CUST00551,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,57.88,1623.21,Yes
CUST00552,Female,0,No,No,30,Yes,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Electronic check,28.95,891.17,No
CUST00553,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,74.88,1707.06,Yes
CUST00554,Female,0,Yes,No,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),18.0,491.31,No
CUST00555,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,107.38,1690.82,No
CUST00556,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.87,2432.16,No
CUST00557,Male,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,95.28,2233.78,Yes
CUST00558,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,40.92,1069.91,No
CUST00559,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.68,2073.7,No
CUST00560,Female,0,No,No,14,Yes,No,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,50.0,688.32,No
CUST00561,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,74.47,1426.19,No
CUST00562,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),40.05,570.85,No
CUST00563,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),67.5,1718.65,Yes
CUST00564,Male,0,No,No,12,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.64,421.99,No
CUST00565,Male,0,Yes,No,22,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,65.2,1499.82,Yes
CUST00566,Female,0,Yes,No,20,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),20.67,364.53,No
CUST00567,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),122.41,3193.27,No
CUST00568,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.81,1414.74,No
CUST00569,Female,0,Yes,No,17,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),70.17,1253.79,Yes
CUST00570,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Mailed check,90.28,957.62,No
CUST00571,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),31.02,1036.54,Yes
CUST00572,Female,0,Yes,Yes,33,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,46.58,1487.79,No
CUST00573,Male,0,Yes,Yes,30,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Mailed check,85.93,2572.6,No
CUST00574,Female,1,No,Yes,22,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,74.84,1602.25,No
CUST00575,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Mailed check,48.41,869.95,No
CUST00576,Female,0,No,No,21,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.44,1833.02,Yes
CUST00577,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.08,1647.8,Yes
CUST00578,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,85.17,2626.41,No
CUST00579,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,81.69,1742.81,No
CUST00580,Male,0,No,Yes,32,Yes,No,No,No,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),49.56,1555.63,No
CUST00581,Male,0,No,No,20,No,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,67.72,1282.38,Yes
CUST00582,Female,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,18.0,453.76,No
CUST00583,Female,0,No,Yes,29,No,No,DSL,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),54.68,1562.7,No
CUST00584,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.64,1737.0,No
CUST00585,Female,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),88.8,2735.41,Yes
CUST00586,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.36,1865.75,No
CUST00587,Male,0,No,Yes,22,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.44,970.35,No
CUST00588,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),46.77,1168.43,No
CUST00589,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),109.21,2651.84,Yes
CUST00590,Male,0,No,No,20,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.18,1098.64,No
CUST00591,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),73.43,1348.81,Yes
CUST00592,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,93.56,1888.35,No
CUST00593,Male,0,Yes,No,24,No,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,67.61,1531.9,Yes
CUST00594,Male,0,No,No,16,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.45,1031.35,No
CUST00595,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.54,1450.61,No
CUST00596,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,54.73,1424.18,Yes
CUST00597,Female,0,Yes,No,26,Yes,Yes,DSL,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),74.29,1903.94,No
CUST00598,Male,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,18.0,570.05,No
CUST00599,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.17,1199.69,No
CUST00600,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.21,2573.4,Yes
CUST00601,Male,0,No,Yes,20,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,82.71,1630.35,No
CUST00602,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,112.33,3051.56,No
CUST00603,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,95.12,3173.21,Yes
CUST00604,Male,0,No,Yes,22,No,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),82.25,1701.71,No
CUST00605,Male,0,No,No,20,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),70.86,1305.5,No
CUST00606,Male,0,Yes,No,18,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),56.3,963.5,No
CUST00607,Male,0,Yes,No,25,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,85.1,2119.81,No
CUST00608,Male,0,No,No,21,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,79.7,1677.48,No
CUST00609,Female,1,No,Yes,24,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),58.77,1325.31,Yes
CUST00610,Female,1,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,43.99,1221.48,No
CUST00611,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,68.41,885.74,Yes
CUST00612,Female,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,104.68,2365.15,No
CUST00613,Female,0,Yes,No,20,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),73.31,1439.48,No
CUST00614,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Mailed check,70.85,1593.22,No
CUST00615,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,No,Credit card (automatic),82.7,2090.72,No
CUST00616,Female,0,No,No,29,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,84.44,2449.1,Yes
CUST00617,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),77.47,1879.64,Yes
CUST00618,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,68.74,2247.43,Yes
CUST00619,Female,0,No,No,22,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,54.75,1136.14,No
CUST00620,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),100.15,2217.8,No
CUST00621,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,57.19,1245.92,No
CUST00622,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),117.17,3385.42,No
CUST00623,Male,0,No,No,23,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),74.63,1720.13,No
CUST00624,Female,1,No,No,19,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,71.58,1300.95,No
CUST00625,Female,0,No,No,25,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.8,2364.65,Yes
CUST00626,Male,0,Yes,No,30,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.4,1597.74,Yes
CUST00627,Male,0,No,No,22,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),87.22,1917.76,Yes
CUST00628,Female,1,No,No,29,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),73.46,2146.14,No
CUST00629,Male,0,No,Yes,29,No,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,82.33,2281.81,No
CUST00630,Male,0,No,No,19,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),49.49,918.57,No
CUST00631,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Electronic check,49.21,752.56,No
CUST00632,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,209.09,Yes
CUST00633,Female,0,No,Yes,25,Yes,Yes,No,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.28,1374.12,No
CUST00634,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),54.71,1230.44,No
CUST00635,Male,0,No,No,20,Yes,No,DSL,No,No internet service,No,Yes,No,No,One year,Yes,Mailed check,49.98,926.85,No
CUST00636,Male,0,Yes,Yes,18,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),66.54,1173.36,No
CUST00637,Female,1,No,No,33,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,71.93,2321.61,No
CUST00638,Male,0,No,Yes,24,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,84.99,2079.18,Yes
CUST00639,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),86.97,1842.89,No
CUST00640,Male,0,Yes,Yes,18,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,89.51,1627.77,Yes
